,timestamp,5472,time_diff
627973,2021-04-15 15:21:28,68.9,0 days 00:05:00
627983,2021-04-15 15:26:28,69.2,0 days 00:05:00
627993,2021-04-15 15:31:58,69.1,0 days 00:05:30
628000,2021-04-15 15:36:58,68.1,0 days 00:05:00
628008,2021-04-15 15:41:58,67.3,0 days 00:05:00
628017,2021-04-15 15:46:58,66.3,0 days 00:05:00
628026,2021-04-15 15:51:58,65,0 days 00:05:00
628034,2021-04-15 15:56:58,64.1,0 days 00:05:00
628044,2021-04-15 16:02:28,63.4,0 days 00:05:30
628054,2021-04-15 16:07:28,63.4,0 days 00:05:00
628066,2021-04-15 16:12:58,63.6,0 days 00:05:30
628082,2021-04-15 16:17:58,64,0 days 00:05:00
628096,2021-04-15 16:23:28,64.4,0 days 00:05:30
628108,2021-04-15 16:28:28,64.6,0 days 00:05:00
628117,2021-04-15 16:33:28,64.8,0 days 00:05:00
628125,2021-04-15 16:38:28,65.6,0 days 00:05:00
628134,2021-04-15 16:43:28,66.3,0 days 00:05:00
628142,2021-04-15 16:48:28,66.8,0 days 00:05:00
628152,2021-04-15 16:53:28,67.3,0 days 00:05:00
628166,2021-04-15 16:58:28,66.8,0 days 00:05:00
628176,2021-04-15 17:03:28,65.4,0 days 00:05:00
628191,2021-04-15 17:08:28,64.5,0 days 00:05:00
628204,2021-04-15 17:13:28,63.4,0 days 00:05:00
628214,2021-04-15 17:18:28,62.3,0 days 00:05:00
628223,2021-04-15 17:23:28,61.1,0 days 00:05:00
628232,2021-04-15 17:28:28,59.7,0 days 00:05:00
628240,2021-04-15 17:33:28,58.6,0 days 00:05:00
628248,2021-04-15 17:38:28,57.5,0 days 00:05:00
628256,2021-04-15 17:43:28,56.5,0 days 00:05:00
628268,2021-04-15 17:48:28,55.3,0 days 00:05:00
628282,2021-04-15 17:53:28,54.4,0 days 00:05:00
628299,2021-04-15 17:58:28,53.3,0 days 00:05:00
628311,2021-04-15 18:03:28,52.3,0 days 00:05:00
628321,2021-04-15 18:08:28,51.6,0 days 00:05:00
628329,2021-04-15 18:13:28,50.5,0 days 00:05:00
628337,2021-04-15 18:18:28,49.9,0 days 00:05:00
628346,2021-04-15 18:23:28,48.9,0 days 00:05:00
628357,2021-04-15 18:28:28,48.2,0 days 00:05:00
628372,2021-04-15 18:33:28,47.3,0 days 00:05:00
628387,2021-04-15 18:38:28,46.6,0 days 00:05:00
628401,2021-04-15 18:43:28,46.2,0 days 00:05:00
628410,2021-04-15 18:48:28,45,0 days 00:05:00
628417,2021-04-15 18:53:28,44.3,0 days 00:05:00
628422,2021-04-15 18:58:28,43.3,0 days 00:05:00
628432,2021-04-15 19:03:28,42.2,0 days 00:05:00
628440,2021-04-15 19:08:28,41.1,0 days 00:05:00
628452,2021-04-15 19:13:28,40.5,0 days 00:05:00
628469,2021-04-15 19:18:28,39.8,0 days 00:05:00
628484,2021-04-15 19:23:28,38.9,0 days 00:05:00
628495,2021-04-15 19:28:28,38.2,0 days 00:05:00
628503,2021-04-15 19:33:28,37.5,0 days 00:05:00
628511,2021-04-15 19:38:28,37,0 days 00:05:00
628517,2021-04-15 19:44:28,36.4,0 days 00:06:00
628525,2021-04-15 19:49:28,35.7,0 days 00:05:00
628533,2021-04-15 19:54:28,35.5,0 days 00:05:00
628547,2021-04-15 19:59:28,34.9,0 days 00:05:00
628565,2021-04-15 20:04:28,34.8,0 days 00:05:00
628577,2021-04-15 20:09:28,34.5,0 days 00:05:00
628586,2021-04-15 20:14:28,34,0 days 00:05:00
628595,2021-04-15 20:19:28,34.1,0 days 00:05:00
628603,2021-04-15 20:24:58,34.3,0 days 00:05:30
628612,2021-04-15 20:29:58,34.8,0 days 00:05:00
628621,2021-04-15 20:34:58,36.4,0 days 00:05:00
628635,2021-04-15 20:39:58,39,0 days 00:05:00
628650,2021-04-15 20:44:58,41.7,0 days 00:05:00
628672,2021-04-15 20:50:21,46,0 days 00:05:23
628684,2021-04-15 20:55:21,48.5,0 days 00:05:00
628693,2021-04-15 21:00:51,49.5,0 days 00:05:30
628702,2021-04-15 21:05:51,50.2,0 days 00:05:00
628709,2021-04-15 21:11:21,50.4,0 days 00:05:30
628720,2021-04-15 21:16:50,49.6,0 days 00:05:29
628727,2021-04-15 21:21:51,49.4,0 days 00:05:01
628744,2021-04-15 21:26:51,49,0 days 00:05:00
628761,2021-04-15 21:31:51,48.3,0 days 00:05:00
628778,2021-04-15 21:36:51,47.6,0 days 00:05:00
628791,2021-04-15 21:41:51,46.7,0 days 00:05:00
628799,2021-04-15 21:46:51,45.7,0 days 00:05:00
628808,2021-04-15 21:51:51,44.6,0 days 00:05:00
628817,2021-04-15 21:57:22,43.4,0 days 00:05:31
628825,2021-04-15 22:02:51,42.6,0 days 00:05:29
628835,2021-04-15 22:07:51,41.5,0 days 00:05:00
628843,2021-04-15 22:12:51,41.2,0 days 00:05:00
628851,2021-04-15 22:17:51,40.5,0 days 00:05:00
628864,2021-04-15 22:22:51,39.5,0 days 00:05:00
628883,2021-04-15 22:28:20,39.2,0 days 00:05:29
628899,2021-04-15 22:33:20,37.8,0 days 00:05:00
628912,2021-04-15 22:38:21,37.2,0 days 00:05:01
628921,2021-04-15 22:43:51,36.1,0 days 00:05:30
628929,2021-04-15 22:48:51,35.4,0 days 00:05:00
628936,2021-04-15 22:53:51,34.5,0 days 00:05:00
628943,2021-04-15 22:59:51,33.9,0 days 00:06:00
628953,2021-04-15 23:04:51,33.4,0 days 00:05:00
628962,2021-04-15 23:09:51,32.7,0 days 00:05:00
628969,2021-04-15 23:15:20,32.9,0 days 00:05:29
628982,2021-04-15 23:20:21,33.9,0 days 00:05:01
628999,2021-04-15 23:25:51,36.6,0 days 00:05:30
629017,2021-04-15 23:30:51,36.7,0 days 00:05:00
629036,2021-04-15 23:36:21,36.6,0 days 00:05:30
629053,2021-04-15 23:41:21,36,0 days 00:05:00
629065,2021-04-15 23:46:21,35.5,0 days 00:05:00
629076,2021-04-15 23:51:51,35.1,0 days 00:05:30
629085,2021-04-15 23:56:51,34.3,0 days 00:05:00
629093,2021-04-16 00:02:21,34.1,0 days 00:05:30
629101,2021-04-16 00:07:51,33.7,0 days 00:05:30
629109,2021-04-16 00:12:51,34.1,0 days 00:05:00
629117,2021-04-16 00:17:51,34.4,0 days 00:05:00
629123,2021-04-16 00:23:21,34.5,0 days 00:05:30
629133,2021-04-16 00:28:21,35.1,0 days 00:05:00
629143,2021-04-16 00:34:20,34.9,0 days 00:05:59
629155,2021-04-16 00:39:20,35,0 days 00:05:00
629169,2021-04-16 00:44:21,34.9,0 days 00:05:01
629188,2021-04-16 00:49:51,35.1,0 days 00:05:30
629209,2021-04-16 00:55:20,35,0 days 00:05:29
629228,2021-04-16 01:01:51,34.4,0 days 00:06:31
629245,2021-04-16 01:06:51,33.7,0 days 00:05:00
629258,2021-04-16 01:12:21,33.3,0 days 00:05:30
629268,2021-04-16 01:17:21,33.1,0 days 00:05:00
629277,2021-04-16 01:22:21,32.2,0 days 00:05:00
629286,2021-04-16 01:27:51,32.3,0 days 00:05:30
629295,2021-04-16 01:33:20,31.8,0 days 00:05:29
629302,2021-04-16 01:38:51,32,0 days 00:05:31
629312,2021-04-16 01:43:51,32.8,0 days 00:05:00
629322,2021-04-16 01:48:51,33.6,0 days 00:05:00
629332,2021-04-16 01:53:51,34.7,0 days 00:05:00
629341,2021-04-16 01:58:51,35.3,0 days 00:05:00
629350,2021-04-16 02:03:51,35.9,0 days 00:05:00
629358,2021-04-16 02:08:51,36.8,0 days 00:05:00
629365,2021-04-16 02:14:21,37.1,0 days 00:05:30
629376,2021-04-16 02:19:21,38.3,0 days 00:05:00
629390,2021-04-16 02:24:51,38.4,0 days 00:05:30
629399,2021-04-16 02:29:51,38.2,0 days 00:05:00
629417,2021-04-16 02:35:21,37.4,0 days 00:05:30
629435,2021-04-16 02:40:21,36.8,0 days 00:05:00
629449,2021-04-16 02:45:51,36,0 days 00:05:30
629469,2021-04-16 02:51:50,35.1,0 days 00:05:59
629487,2021-04-16 02:57:51,34.3,0 days 00:06:01
629501,2021-04-16 03:03:51,33.2,0 days 00:06:00
629514,2021-04-16 03:09:51,32.5,0 days 00:06:00
629523,2021-04-16 03:15:20,32.3,0 days 00:05:29
629530,2021-04-16 03:20:20,31.9,0 days 00:05:00
629538,2021-04-16 03:25:21,31.6,0 days 00:05:01
629546,2021-04-16 03:30:21,31.5,0 days 00:05:00
629556,2021-04-16 03:35:51,31.2,0 days 00:05:30
629562,2021-04-16 03:40:51,31.1,0 days 00:05:00
629571,2021-04-16 03:46:21,31.4,0 days 00:05:30
629580,2021-04-16 03:51:50,31.1,0 days 00:05:29
629587,2021-04-16 03:56:50,31.4,0 days 00:05:00
629594,2021-04-16 04:01:50,31.1,0 days 00:05:00
629601,2021-04-16 04:06:50,31.5,0 days 00:05:00
629609,2021-04-16 04:11:51,31.6,0 days 00:05:01
629616,2021-04-16 04:16:51,31.7,0 days 00:05:00
629625,2021-04-16 04:22:20,31.7,0 days 00:05:29
629632,2021-04-16 04:27:21,31.7,0 days 00:05:01
629648,2021-04-16 04:32:21,31.2,0 days 00:05:00
629661,2021-04-16 04:37:50,30.7,0 days 00:05:29
629676,2021-04-16 04:42:50,30.6,0 days 00:05:00
629690,2021-04-16 04:47:50,30,0 days 00:05:00
629702,2021-04-16 04:53:51,30.4,0 days 00:06:01
629723,2021-04-16 05:00:51,30.3,0 days 00:07:00
629742,2021-04-16 05:06:21,31,0 days 00:05:30
629760,2021-04-16 05:11:21,31.4,0 days 00:05:00
629777,2021-04-16 05:16:50,32.6,0 days 00:05:29
629787,2021-04-16 05:21:51,33.6,0 days 00:05:01
629798,2021-04-16 05:27:20,33.2,0 days 00:05:29
629807,2021-04-16 05:32:21,33.2,0 days 00:05:01
629816,2021-04-16 05:37:51,33.7,0 days 00:05:30
629825,2021-04-16 05:43:51,34.1,0 days 00:06:00
629832,2021-04-16 05:49:20,35,0 days 00:05:29
629840,2021-04-16 05:54:51,35.9,0 days 00:05:31
629846,2021-04-16 06:00:20,36.5,0 days 00:05:29
629855,2021-04-16 06:05:20,36.3,0 days 00:05:00
629860,2021-04-16 06:10:51,37.2,0 days 00:05:31
629869,2021-04-16 06:16:20,39,0 days 00:05:29
629878,2021-04-16 06:21:50,41.1,0 days 00:05:30
629885,2021-04-16 06:26:50,41.5,0 days 00:05:00
629893,2021-04-16 06:31:50,43.7,0 days 00:05:00
629902,2021-04-16 06:37:50,44.9,0 days 00:06:00
629910,2021-04-16 06:42:51,46,0 days 00:05:01
629919,2021-04-16 06:48:20,46.7,0 days 00:05:29
629927,2021-04-16 06:53:20,47.8,0 days 00:05:00
629936,2021-04-16 06:58:20,49.8,0 days 00:05:00
629946,2021-04-16 07:03:20,52.3,0 days 00:05:00
629959,2021-04-16 07:08:20,55,0 days 00:05:00
629974,2021-04-16 07:13:20,57.1,0 days 00:05:00
629989,2021-04-16 07:18:21,58.2,0 days 00:05:01
630009,2021-04-16 07:23:50,60.2,0 days 00:05:29
630027,2021-04-16 07:28:50,61.3,0 days 00:05:00
630042,2021-04-16 07:34:21,61,0 days 00:05:31
630062,2021-04-16 07:40:20,60.4,0 days 00:05:59
630080,2021-04-16 07:45:20,59.7,0 days 00:05:00
630093,2021-04-16 07:50:20,59.3,0 days 00:05:00
630107,2021-04-16 07:55:20,58.3,0 days 00:05:00
630115,2021-04-16 08:00:21,57.2,0 days 00:05:01
630124,2021-04-16 08:05:50,56.4,0 days 00:05:29
630133,2021-04-16 08:10:51,55.5,0 days 00:05:01
630142,2021-04-16 08:16:51,54.4,0 days 00:06:00
630153,2021-04-16 08:22:21,53.6,0 days 00:05:30
630161,2021-04-16 08:27:51,52.7,0 days 00:05:30
630169,2021-04-16 08:33:20,52.4,0 days 00:05:29
630177,2021-04-16 08:38:50,51.5,0 days 00:05:30
630186,2021-04-16 08:44:20,51.8,0 days 00:05:30
630195,2021-04-16 08:49:21,52.1,0 days 00:05:01
630205,2021-04-16 08:56:50,51.7,0 days 00:07:29
630212,2021-04-16 09:01:50,51.2,0 days 00:05:00
630220,2021-04-16 09:06:50,51.1,0 days 00:05:00
630230,2021-04-16 09:11:50,50.5,0 days 00:05:00
630239,2021-04-16 09:16:51,50,0 days 00:05:01
630248,2021-04-16 09:21:51,49,0 days 00:05:00
630257,2021-04-16 09:26:51,48.5,0 days 00:05:00
630264,2021-04-16 09:32:21,48,0 days 00:05:30
630272,2021-04-16 09:37:51,47.8,0 days 00:05:30
630279,2021-04-16 09:42:51,47.6,0 days 00:05:00
630287,2021-04-16 09:47:51,46.9,0 days 00:05:00
630295,2021-04-16 09:52:51,46.5,0 days 00:05:00
630306,2021-04-16 09:57:51,46.9,0 days 00:05:00
630317,2021-04-16 10:02:51,47.1,0 days 00:05:00
630330,2021-04-16 10:07:51,46.7,0 days 00:05:00
630342,2021-04-16 10:12:51,47.4,0 days 00:05:00
630356,2021-04-16 10:17:51,49.5,0 days 00:05:00
630372,2021-04-16 10:22:51,52.6,0 days 00:05:00
630389,2021-04-16 10:27:51,56.8,0 days 00:05:00
630409,2021-04-16 10:32:51,61,0 days 00:05:00
630426,2021-04-16 10:37:52,63.8,0 days 00:05:01
630446,2021-04-16 10:43:21,67.5,0 days 00:05:29
630463,2021-04-16 10:48:51,70.6,0 days 00:05:30
630481,2021-04-16 10:53:51,73.3,0 days 00:05:00
630495,2021-04-16 10:58:51,77.6,0 days 00:05:00
630507,2021-04-16 11:03:51,79.8,0 days 00:05:00
630515,2021-04-16 11:08:51,79.5,0 days 00:05:00
630522,2021-04-16 11:13:51,78.1,0 days 00:05:00
630531,2021-04-16 11:19:21,76.7,0 days 00:05:30
630540,2021-04-16 11:24:21,75.5,0 days 00:05:00
630550,2021-04-16 11:29:51,73.7,0 days 00:05:30
630559,2021-04-16 11:34:51,72,0 days 00:05:00
630569,2021-04-16 11:39:52,70.4,0 days 00:05:01
630578,2021-04-16 11:45:21,68.5,0 days 00:05:29
630587,2021-04-16 11:50:22,66.8,0 days 00:05:01
630602,2021-04-16 11:55:51,65.1,0 days 00:05:29
630619,2021-04-16 12:01:21,63.3,0 days 00:05:30
630637,2021-04-16 12:06:21,61.4,0 days 00:05:00
630655,2021-04-16 12:11:21,60.2,0 days 00:05:00
630670,2021-04-16 12:16:21,58.4,0 days 00:05:00
630684,2021-04-16 12:21:51,56.6,0 days 00:05:30
630694,2021-04-16 12:26:51,55.2,0 days 00:05:00
630703,2021-04-16 12:31:51,53.8,0 days 00:05:00
630712,2021-04-16 12:36:51,52.7,0 days 00:05:00
630722,2021-04-16 12:41:51,51.6,0 days 00:05:00
630730,2021-04-16 12:46:52,50.7,0 days 00:05:01
630740,2021-04-16 12:52:51,49.1,0 days 00:05:59
630749,2021-04-16 12:57:51,48,0 days 00:05:00
630764,2021-04-16 13:02:51,47,0 days 00:05:00
630782,2021-04-16 13:07:51,45.9,0 days 00:05:00
630799,2021-04-16 13:12:51,44.6,0 days 00:05:00
630812,2021-04-16 13:17:51,43.5,0 days 00:05:00
630823,2021-04-16 13:22:51,43.1,0 days 00:05:00
630835,2021-04-16 13:27:51,41.6,0 days 00:05:00
630842,2021-04-16 13:32:52,40.7,0 days 00:05:01
630851,2021-04-16 13:38:21,39.9,0 days 00:05:29
630859,2021-04-16 13:43:21,39.3,0 days 00:05:00
630868,2021-04-16 13:48:21,38.6,0 days 00:05:00
630875,2021-04-16 13:53:21,37.5,0 days 00:05:00
630884,2021-04-16 13:58:21,37,0 days 00:05:00
630895,2021-04-16 14:03:22,35.7,0 days 00:05:01
630913,2021-04-16 14:08:51,34.9,0 days 00:05:29
630926,2021-04-16 14:14:21,33.8,0 days 00:05:30
630944,2021-04-16 14:19:51,33.4,0 days 00:05:30
630958,2021-04-16 14:24:51,32.7,0 days 00:05:00
630968,2021-04-16 14:30:20,32,0 days 00:05:29
630975,2021-04-16 14:36:21,31.6,0 days 00:06:01
630983,2021-04-16 14:41:51,31.1,0 days 00:05:30
630990,2021-04-16 14:46:51,31.3,0 days 00:05:00
630998,2021-04-16 14:51:51,30.4,0 days 00:05:00
631006,2021-04-16 14:56:52,29.6,0 days 00:05:01
631020,2021-04-16 15:02:21,29.3,0 days 00:05:29
631033,2021-04-16 15:07:22,28.6,0 days 00:05:01
631049,2021-04-16 15:12:51,28.2,0 days 00:05:29
631067,2021-04-16 15:18:51,27.6,0 days 00:06:00
631080,2021-04-16 15:23:51,27.6,0 days 00:05:00
631092,2021-04-16 15:28:51,27,0 days 00:05:00
631102,2021-04-16 15:34:21,26.6,0 days 00:05:30
631111,2021-04-16 15:40:50,26.3,0 days 00:06:29
631119,2021-04-16 15:47:21,26.3,0 days 00:06:31
631128,2021-04-16 15:52:21,25.6,0 days 00:05:00
631135,2021-04-16 15:57:21,25.4,0 days 00:05:00
631142,2021-04-16 16:02:51,24.8,0 days 00:05:30
631151,2021-04-16 16:07:51,24.5,0 days 00:05:00
631160,2021-04-16 16:13:21,23.9,0 days 00:05:30
631167,2021-04-16 16:18:21,23.5,0 days 00:05:00
631180,2021-04-16 16:23:51,23.1,0 days 00:05:30
631196,2021-04-16 16:28:51,22.7,0 days 00:05:00
631215,2021-04-16 16:34:21,22.1,0 days 00:05:30
631230,2021-04-16 16:39:21,21.7,0 days 00:05:00
631252,2021-04-16 16:44:21,21.3,0 days 00:05:00
631271,2021-04-16 16:50:21,20.5,0 days 00:06:00
631286,2021-04-16 16:55:21,20.4,0 days 00:05:00
631305,2021-04-16 17:00:51,20,0 days 00:05:30
631320,2021-04-16 17:06:21,19.6,0 days 00:05:30
631328,2021-04-16 17:11:21,19.5,0 days 00:05:00
631336,2021-04-16 17:16:21,19.5,0 days 00:05:00
631345,2021-04-16 17:21:21,19,0 days 00:05:00
631353,2021-04-16 17:26:21,19.2,0 days 00:05:00
631361,2021-04-16 17:31:21,19,0 days 00:05:00
631370,2021-04-16 17:36:21,18.7,0 days 00:05:00
631379,2021-04-16 17:41:21,18.4,0 days 00:05:00
631386,2021-04-16 17:46:21,18.4,0 days 00:05:00
631393,2021-04-16 17:51:21,18.1,0 days 00:05:00
631397,2021-04-16 17:56:21,18.5,0 days 00:05:00
631407,2021-04-16 18:01:21,18.8,0 days 00:05:00
631416,2021-04-16 18:07:21,19.4,0 days 00:06:00
631424,2021-04-16 18:12:50,20.2,0 days 00:05:29
631434,2021-04-16 18:17:51,20.8,0 days 00:05:01
631443,2021-04-16 18:22:51,21.5,0 days 00:05:00
631449,2021-04-16 18:28:21,22.4,0 days 00:05:30
631456,2021-04-16 18:33:21,23.3,0 days 00:05:00
631465,2021-04-16 18:38:21,24.9,0 days 00:05:00
631474,2021-04-16 18:43:21,26.2,0 days 00:05:00
631482,2021-04-16 18:48:21,27.3,0 days 00:05:00
631491,2021-04-16 18:53:21,27.4,0 days 00:05:00
631498,2021-04-16 18:58:21,27.5,0 days 00:05:00
631504,2021-04-16 19:03:21,28,0 days 00:05:00
631515,2021-04-16 19:08:50,28.6,0 days 00:05:29
631524,2021-04-16 19:13:50,28.6,0 days 00:05:00
631531,2021-04-16 19:19:21,28.9,0 days 00:05:31
631538,2021-04-16 19:24:21,29.3,0 days 00:05:00
631546,2021-04-16 19:29:21,31.2,0 days 00:05:00
631555,2021-04-16 19:34:21,33.4,0 days 00:05:00
631562,2021-04-16 19:39:21,34.7,0 days 00:05:00
631572,2021-04-16 19:44:51,35.6,0 days 00:05:30
631583,2021-04-16 19:50:21,36.3,0 days 00:05:30
631591,2021-04-16 19:55:21,37.3,0 days 00:05:00
631599,2021-04-16 20:00:51,37.9,0 days 00:05:30
631608,2021-04-16 20:06:21,40,0 days 00:05:30
631617,2021-04-16 20:11:21,43.7,0 days 00:05:00
631627,2021-04-16 20:16:50,47,0 days 00:05:29
631636,2021-04-16 20:21:51,48.5,0 days 00:05:01
631644,2021-04-16 20:26:51,51,0 days 00:05:00
631653,2021-04-16 20:31:51,53.5,0 days 00:05:00
631663,2021-04-16 20:36:51,56.4,0 days 00:05:00
631672,2021-04-16 20:41:51,58.7,0 days 00:05:00
631682,2021-04-16 20:47:50,60.6,0 days 00:05:59
631689,2021-04-16 20:52:50,61.3,0 days 00:05:00
631698,2021-04-16 20:58:21,62.6,0 days 00:05:31
631707,2021-04-16 21:03:21,64.2,0 days 00:05:00
631711,2021-04-16 21:08:21,64.5,0 days 00:05:00
631718,2021-04-16 21:13:50,64.3,0 days 00:05:29
631727,2021-04-16 21:18:50,65,0 days 00:05:00
631737,2021-04-16 21:23:51,64.8,0 days 00:05:01
631747,2021-04-16 21:28:51,64.1,0 days 00:05:00
631756,2021-04-16 21:34:20,63.4,0 days 00:05:29
631763,2021-04-16 21:39:21,62.1,0 days 00:05:01
631770,2021-04-16 21:44:21,61,0 days 00:05:00
631779,2021-04-16 21:49:21,59.5,0 days 00:05:00
631788,2021-04-16 21:54:21,58.3,0 days 00:05:00
631795,2021-04-16 21:59:21,57,0 days 00:05:00
631806,2021-04-16 22:04:51,55.8,0 days 00:05:30
631814,2021-04-16 22:10:20,55.1,0 days 00:05:29
631823,2021-04-16 22:15:21,54.5,0 days 00:05:01
631831,2021-04-16 22:20:21,54.5,0 days 00:05:00
631838,2021-04-16 22:25:21,55.6,0 days 00:05:00
631846,2021-04-16 22:30:21,56.3,0 days 00:05:00
631853,2021-04-16 22:35:21,58.3,0 days 00:05:00
631863,2021-04-16 22:40:21,59.2,0 days 00:05:00
631871,2021-04-16 22:45:50,60.4,0 days 00:05:29
631878,2021-04-16 22:50:51,61,0 days 00:05:01
631888,2021-04-16 22:56:20,62,0 days 00:05:29
631897,2021-04-16 23:01:21,63.4,0 days 00:05:01
631906,2021-04-16 23:06:21,64.4,0 days 00:05:00
631915,2021-04-16 23:11:21,64.6,0 days 00:05:00
631922,2021-04-16 23:16:50,66,0 days 00:05:29
631932,2021-04-16 23:21:51,66.4,0 days 00:05:01
631940,2021-04-16 23:26:51,67.4,0 days 00:05:00
631948,2021-04-16 23:32:21,68.5,0 days 00:05:30
631956,2021-04-16 23:37:21,69.5,0 days 00:05:00
631963,2021-04-16 23:42:21,70.1,0 days 00:05:00
631972,2021-04-16 23:47:50,71.3,0 days 00:05:29
631980,2021-04-16 23:53:51,72.2,0 days 00:06:01
631986,2021-04-16 23:59:20,73.8,0 days 00:05:29
631995,2021-04-17 00:04:20,74.3,0 days 00:05:00
632005,2021-04-17 00:09:21,75.8,0 days 00:05:01
632014,2021-04-17 00:14:21,75.9,0 days 00:05:00
632022,2021-04-17 00:19:21,76.1,0 days 00:05:00
632030,2021-04-17 00:24:21,75.9,0 days 00:05:00
632038,2021-04-17 00:29:21,75.6,0 days 00:05:00
632048,2021-04-17 00:34:50,74.7,0 days 00:05:29
632057,2021-04-17 00:39:50,74.4,0 days 00:05:00
632066,2021-04-17 00:44:50,74.5,0 days 00:05:00
632075,2021-04-17 00:50:51,73.6,0 days 00:06:01
632083,2021-04-17 00:55:51,72.4,0 days 00:05:00
632091,2021-04-17 01:01:50,71.9,0 days 00:05:59
632098,2021-04-17 01:06:51,71.9,0 days 00:05:01
632104,2021-04-17 01:11:51,72.4,0 days 00:05:00
632110,2021-04-17 01:16:51,73,0 days 00:05:00
632119,2021-04-17 01:21:51,74.2,0 days 00:05:00
632128,2021-04-17 01:26:51,73.8,0 days 00:05:00
632139,2021-04-17 01:32:20,73.9,0 days 00:05:29
632147,2021-04-17 01:38:51,74.3,0 days 00:06:31
632156,2021-04-17 01:43:51,74.8,0 days 00:05:00
632165,2021-04-17 01:49:20,76,0 days 00:05:29
632174,2021-04-17 01:54:21,76.4,0 days 00:05:01
632180,2021-04-17 01:59:50,76.8,0 days 00:05:29
632189,2021-04-17 02:04:50,76.4,0 days 00:05:00
632196,2021-04-17 02:10:50,77.3,0 days 00:06:00
632203,2021-04-17 02:15:50,76.8,0 days 00:05:00
632213,2021-04-17 02:20:51,77,0 days 00:05:01
632224,2021-04-17 02:26:21,77,0 days 00:05:30
632234,2021-04-17 02:31:50,75.6,0 days 00:05:29
632242,2021-04-17 02:36:50,75.1,0 days 00:05:00
632250,2021-04-17 02:41:50,73.9,0 days 00:05:00
632257,2021-04-17 02:47:21,73.5,0 days 00:05:31
632266,2021-04-17 02:54:20,73.1,0 days 00:06:59
632275,2021-04-17 02:59:20,72.7,0 days 00:05:00
632281,2021-04-17 03:04:20,72.3,0 days 00:05:00
632289,2021-04-17 03:09:20,72.1,0 days 00:05:00
632295,2021-04-17 03:14:20,72.2,0 days 00:05:00
632304,2021-04-17 03:19:20,73.2,0 days 00:05:00
632312,2021-04-17 03:24:20,73.2,0 days 00:05:00
632322,2021-04-17 03:29:20,73.5,0 days 00:05:00
632331,2021-04-17 03:34:20,74.7,0 days 00:05:00
632339,2021-04-17 03:39:50,74.5,0 days 00:05:30
632349,2021-04-17 03:44:50,74.6,0 days 00:05:00
632358,2021-04-17 03:49:50,74.8,0 days 00:05:00
632368,2021-04-17 03:54:50,75.6,0 days 00:05:00
632376,2021-04-17 03:59:50,77.2,0 days 00:05:00
632384,2021-04-17 04:04:50,77.8,0 days 00:05:00
632394,2021-04-17 04:09:50,77,0 days 00:05:00
632403,2021-04-17 04:14:50,76,0 days 00:05:00
632410,2021-04-17 04:19:50,76,0 days 00:05:00
632418,2021-04-17 04:24:50,75.7,0 days 00:05:00
632425,2021-04-17 04:30:20,74.1,0 days 00:05:30
632433,2021-04-17 04:35:20,73.4,0 days 00:05:00
632442,2021-04-17 04:40:20,72.2,0 days 00:05:00
632450,2021-04-17 04:45:20,70.3,0 days 00:05:00
632458,2021-04-17 04:50:20,69.2,0 days 00:05:00
632466,2021-04-17 04:55:20,67.8,0 days 00:05:00
632475,2021-04-17 05:00:50,66.1,0 days 00:05:30
632481,2021-04-17 05:06:20,64.8,0 days 00:05:30
632489,2021-04-17 05:11:20,64,0 days 00:05:00
632496,2021-04-17 05:16:20,62.4,0 days 00:05:00
632504,2021-04-17 05:21:20,61.5,0 days 00:05:00
632512,2021-04-17 05:26:50,60.6,0 days 00:05:30
632521,2021-04-17 05:32:20,60.1,0 days 00:05:30
632528,2021-04-17 05:37:20,59.4,0 days 00:05:00
632533,2021-04-17 05:42:20,59.1,0 days 00:05:00
632540,2021-04-17 05:47:20,58.4,0 days 00:05:00
632548,2021-04-17 05:52:20,58.3,0 days 00:05:00
632556,2021-04-17 05:57:20,57.6,0 days 00:05:00
632565,2021-04-17 06:02:20,56.8,0 days 00:05:00
632574,2021-04-17 06:07:20,57.2,0 days 00:05:00
632583,2021-04-17 06:12:20,57.3,0 days 00:05:00
632593,2021-04-17 06:18:20,56.7,0 days 00:06:00
632601,2021-04-17 06:23:20,56.5,0 days 00:05:00
632610,2021-04-17 06:28:20,55.8,0 days 00:05:00
632619,2021-04-17 06:33:20,55,0 days 00:05:00
